"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Eyring-Theory-Based Model To Estimate Crude Oil Viscosity at Reservoir Conditions†","https://scispace.com/paper/eyring-theory-based-model-to-estimate-crude-oil-viscosity-at-3oh5oiu9g5","2009","Journal Article","Energy & Fuels","Ricardo Macías-Salinas
C. Duran-Valencia
Simón López-Ramírez
Christian Bouchot","10.1021/EF8003015","","The well-known absolute reaction rate theory of Eyring was successfully extended to the accurate estimation of crude oil viscosities over a wide pressure range: from dead to live oil conditions. Two simple cubic equations of state (Soave or Peng−Robinson) were incorporated into the viscosity model to calculate all of the thermodynamic properties required within the Eyring’s modeling framework. Satisfactory density and viscosity representations of various crude oils (with low-to-moderate molar masses) were achieved by using two tuning parameters valid over a wide pressure range.","In this article, the absolute reaction rate theory of Eyring was successfully extended to the accurate estimation of crude oil viscosities over a wide pressure range: from dead to live oil conditions."
"Rheological Characterisation of Heavy Oil and Impact on its Production Enhancement","https://scispace.com/paper/rheological-characterisation-of-heavy-oil-and-impact-on-its-dt73q29w2o","2011","Journal Article","Advanced Materials Research","Amol Bali
Babs Oyeneyin
Ebenezer Adom","10.4028/WWW.SCIENTIFIC.NET/AMR.367.393","","Criticality of rheology for heavy oil recovery is the main purpose of this paper supported by different results. The Bingham Plastic, Power Law and Herschel Bulkley rheological models have been adopted for the purpose of this paper. Rheological characterisation was carried out for different temperatures. Rheological behaviour of non-Newtonian heavy oil for different shear rates is analysed in this paper. Effective shear and bulk viscosities for different flow rates are compared for all rheological models. Using the horizontal well productivity model, the drawdown values for all rheological models are determined. Similarly for the sand management purpose the critical rates of Newtonian and these three non-Newtonian fluids are plotted to determine the critical drawdown values for each type of fluid. Impact of drainage profile on the effective viscosities is also compared for different drainage profiles. Shear rate models are proposed in this paper for Bingham Plastic, Power Law and Herschel Bulkley rheological models. The new Micro-PVT equipment is also introduced for determining the PVT properties and rheological behaviour of heavy oil. Nomenclature","In this article, the criticality of rheology for heavy oil recovery is supported by different results using the horizontal well productivity model, the critical rates of Newtonian and these three non-Newtonian fluids are plotted to determine the critical drawdown values for each type of fluid."
"Prediction of Dead Oil Viscosity: Machine Learning vs. Classical Correlations","https://scispace.com/paper/prediction-of-dead-oil-viscosity-machine-learning-vs-4i06yh2e0g","2021","Journal Article","Energies","Fahimeh Hadavimoghaddam
Mehdi Ostadhassan
Ehsan Heidaryan
Mohammad Ali Sadri
Inna Chapanova
Evgeny Popov
Alexey Cheremisin
Saeed Rafieepour","10.3390/EN14040930","","Dead oil viscosity is a critical parameter to solve numerous reservoir engineering problems and one of the most unreliable properties to predict with classical black oil correlations Determination of dead oil viscosity by experiments is expensive and time-consuming, which means developing an accurate and quick prediction model is required This paper implements six machine learning models: random forest (RF), lightgbm, XGBoost, multilayer perceptron (MLP) neural network, stochastic real-valued (SRV) and SuperLearner to predict dead oil viscosity More than 2000 pressure–volume–temperature (PVT) data were used for developing and testing these models A huge range of viscosity data were used, from light intermediate to heavy oil In this study, we give insight into the performance of different functional forms that have been used in the literature to formulate dead oil viscosity The results show that the functional form f(γAPI,T), has the best performance, and additional correlating parameters might be unnecessary Furthermore, SuperLearner outperformed other machine learning (ML) algorithms as well as common correlations that are based on the metric analysis The SuperLearner model can potentially replace the empirical models for viscosity predictions on a wide range of viscosities (any oil type) Ultimately, the proposed model is capable of simulating the true physical trend of the dead oil viscosity with variations of oil API gravity, temperature and shear rate","The results show that the functional form f(γAPI,T), has the best performance, and additional correlating parameters might be unnecessary, and the SuperLearner model can potentially replace the empirical models for viscosity predictions on a wide range of viscosities (any oil type)."
"Black Oil Property Correlations - State of the Art","https://scispace.com/paper/black-oil-property-correlations-state-of-the-art-4emkjodot9","2015","Proceedings Article","","Muhammad Ali Al-Marhoun","10.2118/172833-MS","","This paper presents correlations to determine black oil properties from normally available or easily obtainable field data. The best available correlations were selected on the basis of statistical error analysis with a database of hundreds of reservoir-fluid studies of black oil samples representing all areas of the world producing black oils. Introduction Reservoir fluid properties data are very important in reservoir engineering computations such as material balance calculations, well testing, reserve estimates, design of fluid handling equipment and numerical reservoir simulations. Ideally, those data should be obtained experimentally. On some occasions, these data are not available or reliable; then, empirically derived correlations are used to predict PVT properties from normally available or easily obtainable field data. Hundreds of reservoir-fluid studies of black oil samples representing all areas of the world producing black oils were gathered from different published and unpublished sources. All black oil property correlations available in the petroleum literature were compared with this world wide database. This paper gives the best correlations to estimate black oil properties based on statistical accuracy and physical behavior.","In this paper, the best available correlations were selected on the basis of statistical error analysis with a database of hundreds of reservoir-fluid studies of black oil samples representing all areas of the world producing black oils."
"PVT Characterization and Viscosity Modeling and Prediction of Crude Oils","https://scispace.com/paper/pvt-characterization-and-viscosity-modeling-and-prediction-1n7ismjiax","2004","Journal Article","Petroleum Science and Technology","Sergio E. Quiñones-Cisneros
Anders Dalberg
Erling Halfdan Stenby","10.1081/LFT-200034092","","In previous works, the general one-parameter friction theory ( f-theory) models have been applied to the accurate viscosity modeling of reservoir fluids. As a base, the f-theory approach requires a compositional characterization procedure for the application of an equation of state (EOS), in most cases a cubic EOS, to the description of the oil phase properties. Normally, such a procedure provides a method for characterizing an oil into a number of compound groups along with the critical constants and parameters that are required by the EOS. Thus, in this work, a compositional characterization method based on an accurate description of the fluid mass distribution is presented. The characterization procedure accurately matches the fluid saturation pressure. Additionally, a Peneloux volume translation scheme, capable of accurately reproducing the fluid density above and below the saturation pressure, is also presented. The combination of the mass characterization scheme presented in this work and t...","In this paper, a compositional characterization method based on an accurate description of the fluid mass distribution is presented, and a Peneloux volume translation scheme, capable of accurately reproducing the fluid density above and below the saturation pressure, is also presented."
"New Compositional Models for Calculating Viscosity of Crude Oils","https://scispace.com/paper/new-compositional-models-for-calculating-viscosity-of-crude-1inrzxpce6","2003","Proceedings Article","","Adel M. Elsharkawy
S.A. Hassan
Y.S. Kh. Hashim
Fahim","10.2118/2003-148","","Crude oil viscosity is an important physical property that controls and influences the flow of oil through porous media and pipelines. Hence, it is the basis of many reservoir engineering and production system calculations. In the crude oil recovery and processing, viscosity is a significant parameter because a large amount of time and money are spent in experimental measurements of viscosity. This necessitates the development of reliable viscosity models capable of predicting crude oil viscosity and reduces the expensive and cumbersome experimental measurements. Because of the complexities and varied composition of crude oils, empirical models and other predictive tools cannot replace the laboratory measurements, even if the latter is costly. This paper presents new compositional models for estimating crude oil viscosity. The new models use fluid composition, temperature, and pressure to predict the oil viscosity. The models were derived from viscosity measurements of several crudes from the Middle East,...","In this article, the authors presented new compositional models for estimating crude oil viscosity, using fluid composition, temperature, and pressure to predict the oil visco-temperature and pressure."
"Derivation of PVT Correlations for the Gulf of Suez Crude Oils.","https://scispace.com/paper/derivation-of-pvt-correlations-for-the-gulf-of-suez-crude-g0j24jium7","1993","Journal Article","Journal of The Japan Petroleum Institute","S. M. Macary
M. H. El-Batanoney","10.1627/JPI1958.36.472","","Proper evaluation of physical properties of hydrocarbon mixtures is a prerequisite for the design of various stages of oil field operations. In many cases these properties are required at a time when the only information available consists of oil and gas gravities and reservoir pressure and temperature.The purpose of this study is to utilize a sufficient base of laboratory-measured PVT data to derive specific empirical correlations for the prediction of the saturation pressure Pb, gas in solution Rs and formation volume factor βo of Gulf of Suez crude oil systems, oAPI of which ranges from 25 up to 40. Our tool in this work is some of regression analyses techniques.The correlations are based on 90 experimentally measured data which represent about 30 independent reservoirs. These data are expressed in terms of the usually measured field parameters-flash separation gas-oil ratio, tank oil gravity, surface gas gravity (at separator conditions) and reservoir temperature.Derived correlations are valid within the ranges used for the above mentioned variables (GOR, T, γg). The gases are relatively free from non-hydrocarbons. Statistical accuracy tests show that the application of derived correlations for Egyptian reservoirs gives more accuracy than the known correlations (Standing and Glaso). The use of the derived relationships requires no graphs nor charts, and their applicability is convenient to use with the computer or calculator.","In this paper, the saturation pressure Pb, gas in solution Rs and formation volume factor βo of Gulf of Suez crude oil systems, oAPI of which ranges from 25 up to 40."
"Comparative Analysis of Saturated and Under-saturated oil Viscosity Correlations using Statistical Tools, Niger Delta Case Study","https://scispace.com/paper/comparative-analysis-of-saturated-and-under-saturated-oil-22m5bhdeeo","2018","Journal Article","","Ogunkunle Temitope Fred
V. Damilola Abraham
Afolabi Richard Oyekunle
Oriola Opedamola","10.1088/1755-1315/173/1/012009","https://iopscience.iop.org/article/10.1088/1755-1315/173/1/012009/pdf","Crude oil viscosity is one of the most important fluid properties that affects fluid flow behavior; either in pipeline hydraulics or in the porous media (reservoir). Viscosity is a vital physical property that plays a major role in the petroleum industry, the production processing and transportation of oil due to influence on the flow through porous rock, oil wells, multiphase flow through tubing and piping system. Therefore, the need for accurate determination of viscosity for oil and gas applications cannot be overemphasized. Numerous empirical correlations exist in literature for predicting crude oil viscosity but their accuracy is limited based on range of conditions of application, composition of the crude used in developing the correlation, specific range of data and experimental conditions. In the present work, experimental data of oil viscosity from different samples of Nigerian oil reservoirs were statistically compared with correlation predicted viscosity using the most common viscosity empirical correlations. Validity and accuracy of these empirical models has been confirmed for both saturated and under-saturated Niger Delta oil samples. It was observed that for under-saturated oil viscosities, Elshawarky & Alikhan's correlation gave a better prediction based on the Absolute average percentage error and standard deviation while for the case of saturated oil viscosities Chew and Connally proved to be the closest to the experimental results.","In this paper, experimental data of oil viscosity from different samples of Nigerian oil reservoirs were statistically compared with correlation predicted viscoities using the most common viscoity empirical correlations for both saturated and under-saturated Niger Delta oil samples."
"Correlating the PVT Properties of Nigerian Crudes","https://scispace.com/paper/correlating-the-pvt-properties-of-nigerian-crudes-1rg0qdfh7u","1987","Journal Article","Journal of Energy Resources Technology-transactions of The Asme","D. A. Obomanu
G. A. Okpobiri","10.1115/1.3231349","","Developpement de nouvelles correlations pour estimer la proportion de gaz en solution/huile et le facteur volumetrique de fond des petroles bruts du Niger. Ces correlations sont basees sur 503 donnees PVT (Pression-Volume-Temperature) relatives a 100 reservoirs de petrole brut du Bassin Delta du Niger. Ces nouvelles correlations permettent d'estimer les valeurs des parametres a 2 a 6% pres. Elles sont applicables a tous les petroles bruts dont la densite specifique est comprise entre 0,811 et 0,966","In this paper, the authors propose a set of nouvelles correlations for estimating the proportion de gaz en solution/huile and le facteur volumetrique de fond des petroles bruts du Niger."
"Viscosity–Temperature–Pressure Relationship of Extra-Heavy Oil (Bitumen): Empirical Modelling versus Artificial Neural Network (ANN)","https://scispace.com/paper/viscosity-temperature-pressure-relationship-of-extra-heavy-3owakky1mq","2019","Journal Article","Energies","Olalekan S. Alade
Dhafer Al Shehri
Mohamed Mahmoud
Kyuro Sasaki","10.3390/EN12122390","https://www.mdpi.com/1996-1073/12/12/2390/pdf","The viscosity data of two heavy oil samples X and Y, with asphaltene contents 24.8% w/w and 18.5% w/w, respectively, were correlated with temperature and pressure using empirical models and the artificial neural network (ANN) approach. The viscosities of the samples were measured over a range of temperatures between 70 °C and 150 °C; and from atmospheric pressure to 7 MPa. It was found that the viscosity of sample X, at 85 °C and atmospheric pressure (0.1 MPa), was 1894 cP and that it increased to 2787 cP at 7 MPa. At 150 °C, the viscosity increased from 28 cP (at 0.1 MPa) to 33 cP at 7 MPa. For sample Y, the viscosity at 70 °C and 0.1 MPa increased from 2260 cP to 3022 cP at 7 MPa. At 120 °C, the viscosity increased from 65 cP (0.1 MPa) to 71 cP at 7 MPa. Notably, using the three-parameter empirical models (Mehrotra and Svrcek, 1986 and 1987), the correlation constants obtained in this study are very close to those that were previously obtained for the Canadian heavy oil samples. Moreover, compared to other empirical models, statistical analysis shows that the ANN model has a better predictive accuracy (R2 ≈ 1) for the viscosity data of the heavy oil samples used in this study.","In this article, the authors measured the viscosity data of two heavy oil samples X and Y, with asphaltene contents 24.8% and 18.5% w/w, respectively, using empirical models and the artificial neural network (ANN) approach."
"Models for estimating the viscosity of paraffinic-naphthenic live crude oils","https://scispace.com/paper/models-for-estimating-the-viscosity-of-paraffinic-naphthenic-45w64sua5a","2018","Journal Article","Energy & Fuels","Luciana L.P.R. Andrade
Krishnaswamy Rajagopal","10.1021/ACS.ENERGYFUELS.7B03903","","Viscosity is an important property of live crude oil used in design and operation of production processes. Eleven widely used empirical correlations for estimating undersaturated oil viscosity were evaluated using measured undersaturated oil viscosity for live crude oils from primary separators of the ten Brazilian oil wells. The oil samples were characterized as paraffinic-naphthenic crudes. The empirical correlations were found to be inadequate to represent the measured data. The better literature models present average absolute percent relative errors of 1.18 % and 1.40 %, but show wider scatter of data. For more accurate estimates of undersaturated oil viscosity of paraffinic-naphthenic live crudes oils, a new model based on Eyring theory is proposed and this model correlates the experimental data with average absolute percent relative error of 0.97 %.","In this article, a new model based on Eyring theory is proposed and this model correlates the experimental data with average absolute percent relative error of 0.97 %, while the empirical correlations were found to be inadequate to represent the measured data."
"Viscosity–Temperature Correlation for Crude Oils Using an Arrhenius-Type Asymptotic Exponential Function","https://scispace.com/paper/viscosity-temperature-correlation-for-crude-oils-using-an-369yq70gqe","2006","Journal Article","Petroleum Science and Technology","Faruk Civan","10.1081/LFT-200041178","","Practical correlation of the viscosity of typical crude oils with temperature and gravity is presented. The temperature dependence of oil viscosity is described using an Arrhenius-type asymptotic exponential function. The parameters of this equation are correlated with the American Petroleum Institute (API) gravity. This approach to developing empirical correlations is verified by comparison to experimental data. It is demonstrated that the present approach yields an accurate correlation of oil viscosity with a simple equation.","In this article, a correlation of the viscosity of typical crude oils with temperature and gravity is presented, using an Arrhenius-type asymptotic exponential function."
"Prediction of Crude Oil Viscosity and Gas/Oil Ratio Curves Using Recent Advances to Neural Networks","https://scispace.com/paper/prediction-of-crude-oil-viscosity-and-gas-oil-ratio-curves-54y4cxyqeu","2009","Proceedings Article","","Munirudeen A. Oloso
Amar Khoukhi
Abdulazeez Abdulraheem
Moustafa Elshafei","10.3997/2214-4609-PDB.170.SPE125360","","This paper proposes and implements a new approach for predicting Pressure -Volume-Temperature (PVT) properties of crude oils. Instead of the usual single or multi-data point prediction for any crude oil PVT property that is described by a curve, the approach in this study predicts such a property over a specified range of required reservoir pressures. Moreover, the shapes of the predicted curves are smooth and consistent with the experimental curves. Prediction models based on Artificial Neural Networks (ANN) and two of its advances; Support Vector Regression (SVR) and Functional Networks (FN), have been developed to execute the formulated approach. The approach has been demonstrated for viscosity and solution gas/oil ratio (GOR) curves. These two properties vary with reservoir pressures and they are often required to be estimated over a specified range of pressures. In this study, three different data sets have been used. The first Data set consists of 12 variables which are the predictors, including crude oil hydrocarbon and non-hydrocarbon compositions and some reservoir properties. The other two data sets consist of laboratory viscosity-pressure measurements and laboratory gas/oil ratio-pressure measurements for plotting the viscosity and solution GOR curves respectively. In the simulation results, SVR and FN give better performances than the conventional ANN technique. Graphical plots and two common statistical measures (root mean square error, RMSE, and absolute percent relative error, AAPRE) have been used to evaluate the performances of all the developed models.","In this paper, support vector regression (SVR) and functional networks (FN) have been used to predict pressure-volume-temperature (PVT) properties of crude oils."
"Study on pressure drop and liquid volume fraction of the oil-gas flow in a vertical pipe using cfx and the beggs and brill correlation: viscosity effects","https://scispace.com/paper/study-on-pressure-drop-and-liquid-volume-fraction-of-the-oil-2qwc14ieji","2016","Journal Article","Brazilian Journal of Petroleum and Gas","L. D. S. Silva
J. L. G. Marinho","10.5419/BJPG2016-0001","http://www.portalabpg.org.br/bjpg/index.php/bjpg/article/download/450/258","Two-phase liquid-gas flows are common in several industrial processes. Since oil and gas are simultaneously produced in most petroleum reservoirs, the two-phase flow occurs in petroleum transport as well. Depending on the petroleum viscosity, a large amount of energy is needed to move the oil-gas mixture, resulting in significant expenses. The present work aims to investigate the influence of oil viscosity on pressure drop and liquid volume fraction of the upward two-phase flow of different types of oil in a vertical pipe. This study was accomplished using Computational Fluid Dynamic techniques, and Beggs and Brill correlation. The numerical simulations were performed using the application Ansys CFX 13.0, in which governing equations were solved utilizing the finite volume method. The results of pressure drop and liquid volume fraction obtained by both methods were analyzed and discussed. The numerical results for the pressure drop show that the CFX value was approximately 24% lower than that predicted by the Beggs and Brill correlation in the worst case. The liquid volume fraction decreased along the pipe length due to the viscosity effects of the oil.","In this paper, the influence of oil viscosity on pressure drop and liquid volume fraction of the upward two-phase flow of different types of oil in a vertical pipe was investigated using Computational Fluid Dynamic techniques, and Beggs and Brill correlation."
"Improved prediction of heavy oil viscosity at various conditions utilizing various supervised machine learning regression","https://scispace.com/paper/improved-prediction-of-heavy-oil-viscosity-at-various-3jgne8f0","2022","Journal Article","Petroleum Science and Technology","Faisal Abdullah ALAdwani
Adel M. Elsharkawy","10.1080/10916466.2022.2060254","","Abstract Fluid viscosity plays a major role in the petroleum industry. It’s required for fluid flow calculations through the reservoir and production systems. In this study, heavy oil viscosity measurements for seventy samples are reported at various temperatures with different API gravity. Three supervised machine learning regression (SMLR) models were developed to predict the viscosity as a function of API gravity, temperature, and density with a 5 K-fold validation technique for a better model representation. Results showed that the newly developed models have superiority over published models. The Gaussian process regression (GPR) and the regression ensembles tree (RET) showed the best performance with a mean absolute percent error of 0.7328%, a root mean square error of 0.6174 and a coefficient of determination of 0.9988 for the GPR where for the RET the mean absolute percent error is 0.5768%, the root mean square error is 3.514, and the coefficient of determination is 0.9971.","In this paper , three supervised machine learning regression (SMLR) models were developed to predict the viscosity as a function of API gravity, temperature, and density with a 5'k-fold validation technique for a better model representation."
"Viscosity Modeling of Solvent-Heavy Oil/Bitumen Systems at High Pressures and Elevated Temperatures","https://scispace.com/paper/viscosity-modeling-of-solvent-heavy-oil-bitumen-systems-at-ss0dtcietal4","2024","Journal Article","","Bingge Hu
Daoyong Yang","10.1115/omae2024-125089","","
 This work presents a novel framework for reproducing the measured viscosity of solvent-heavy oil/bitumen systems by integrating the Peng-Robinson equation of state (PR EOS) with binary interaction parameters (BIPs) and modified alpha functions. The oil samples are treated as either as a single pseudocomponent (PC) or multiple PCs. Also, the six most common mixing rules (i.e., Arrhenius’ mixing rule, Cragoe’s mixing rule, double-log mixing rule, Lobe’s mixing rule, power law mixing rule and Shu’s mixing rule) have been evaluated and compared. By adopting the effective density concept, the volume-based power law, weight-based power law, and weight-based Cragoe’s mixing rules reproduce the measured viscosity from 4.3–15000.0 mPa·s within the pressure and temperature range from 1.1 to 10.9 MPa and from 287.9 to 463.4 K. When utilizing one PC, the overall absolute average relative deviation (AARD) for viscosity prediction is found to be 16.0%, 16.5%, and 29.4% for the aforementioned mixing rules. When utilizing four PCs, the AARDs decrease to 13.9%, 14.8%, and 19.3% for the same mixing rules. It is evident that such framework has ability to predict solvent-heavy oil mixture viscosity reasonably accurate under various conditions, while it can be easily incorporated into any reservoir simulators within a given reservoir.","A novel framework integrates Peng-Robinson equation of state with binary interaction parameters and modified alpha functions to accurately predict viscosity of solvent-heavy oil/bitumen systems at high pressures and elevated temperatures, with AARDs ranging from 13.9-29.4%."
"Correlations of viscosity, gas solubility, and density for Saskatchewan heavy oils","https://scispace.com/paper/correlations-of-viscosity-gas-solubility-and-density-for-4poa60vx34","1988","Journal Article","Industrial & Engineering Chemistry Research","Beverly Quail
Gordon A. Hill
Kamal N. Jha","10.1021/IE00075A024","","The complex chemical nature of curde oil has made it extremely difficult to develop reliable models capable of predicting physical properties. Yet the importance of curde oil as a source of energy or as a precursor in chemical synthesis makes it necessary that simple equations be available that engineers can use to accurately predict these properties. Three noncomponent equations are presented which were found to accurately model the viscosity, density, and gas solubility of a wide range of Saskatchewan heavy oils. These equations were developed from previous work with extended terms to allow for additional independent parameters. The extended equations allow for variations in temperature, pressure, dissolved methane concentration, and dissolved carbon dioxide concentration.","In this article, three noncomponent equations are presented which were found to accurately model the viscosity, density, and gas solubility of a wide range of Saskatchewan heavy oils."
"Phase Behavior, Solid Organic Precipitation, and Mobility Characterization Studies in Support of Enhanced Heavy Oil Recovery on the Alaska North Slope","https://scispace.com/paper/phase-behavior-solid-organic-precipitation-and-mobility-4sp1ttgopk","2008","Report","","Shirish Patil
Abhijit Dandekar
Santanu Khataniar","10.2172/963365","https://scispace.com/pdf/phase-behavior-solid-organic-precipitation-and-mobility-4sp1ttgopk.pdf","The medium-heavy oil (viscous oil) resources in the Alaska North Slope are estimated at 20 to 25 billion barrels. These oils are viscous, flow sluggishly in the formations, and are difficult to recover. Recovery of this viscous oil requires carefully designed enhanced oil recovery processes. Success of these recovery processes is critically dependent on accurate knowledge of the phase behavior and fluid properties, especially viscosity, of these oils under variety of pressure and temperature conditions. This project focused on predicting phase behavior and viscosity of viscous oils using equations of state and semi-empirical correlations. An experimental study was conducted to quantify the phase behavior and physical properties of viscous oils from the Alaska North Slope oil field. The oil samples were compositionally characterized by the simulated distillation technique. Constant composition expansion and differential liberation tests were conducted on viscous oil samples. Experiment results for phase behavior and reservoir fluid properties were used to tune the Peng-Robinson equation of state and predict the phase behavior accurately. A comprehensive literature search was carried out to compile available compositional viscosity models and their modifications, for application to heavy or viscous oils. With the help of meticulously amassed new medium-heavy oil viscosity data frommore » experiments, a comparative study was conducted to evaluate the potential of various models. The widely used corresponding state viscosity model predictions deteriorate when applied to heavy oil systems. Hence, a semi-empirical approach (the Lindeloff model) was adopted for modeling the viscosity behavior. Based on the analysis, appropriate adjustments have been suggested: the major one is the division of the pressure-viscosity profile into three distinct regions. New modifications have improved the overall fit, including the saturated viscosities at low pressures. However, with the limited amount of geographically diverse data, it is not possible to develop a comprehensive predictive model. Based on the comprehensive phase behavior analysis of Alaska North Slope crude oil, a reservoir simulation study was carried out to evaluate the performance of a gas injection enhanced oil recovery technique for the West Sak reservoir. It was found that a definite increase in viscous oil production can be obtained by selecting the proper injectant gas and by optimizing reservoir operating parameters. A comparative analysis is provided, which helps in the decision-making process.« less","In this article, a comprehensive phase behavior analysis of Alaska North Slope crude oil was carried out to evaluate the performance of a gas injection enhanced oil recovery technique for the West Sak reservoir."
"Estimation of Dead Oil Viscosity Utilizing Physics Based Correlative Principles and Predictive Machine Learning Techniques.","https://scispace.com/paper/estimation-of-dead-oil-viscosity-utilizing-physics-based-4kfsb62966","2019","Proceedings Article","","Utkarsh Sinha
Birol Dindoruk
Mohamed Y. Soliman","10.2118/195946-MS","","
 Dead oil viscosity is one of the most unreliable properties to predict with classical black oil correlations. This results mostly from the large effect that oil type has on viscosity. Two dead oil samples with identical API and T can have even an order of magnitude difference in viscosity [9]. In this work, we tried to limit this spread to a certain degree by incorporating a parameter such as MW to capture additional information for the character of the oil. Limitations of the classical black oil correlations became even more prominent when wide-spectrum of viscosity values coupled with wide range of temperatures are considered. Given the constraints of limited input variables, the problem becomes particularly challenging for heavy-extra heavy oils with high asphaltene content [35], where prediction errors could easily be as high as a couple of log-cycles. Even though there are several viscosity correlations available in the industry [1]-[4], [7], [9], [26], [30], [31], [34], [37], [39], [42] most of those correlations are only applicable to the oil samples belonging to specific geographical regions and/or for structurally similar oils, because of the inherent bias in the training datasets used in the development of correlations. Therefore, they are predictively valid for a relatively narrow range of oils and/or viscosity. In this work, we considered a very wide range of oils (6° API to 50° API). Therefore, producing two easy to use viscosity correlations for API gravities above and below 20° API that can readily predict the viscosity at any desired temperature within an extended temperature range (15° C to 160° C). In addition, the two sets of correlations were kept continuous at the switching point (20 API) so that they will have smooth transition from one branch to another. While the range of fluid properties is considered to be very wide, we were able to keep the input parameters to a minimum in terms of defining the character of the fluid (molecular weight and specific gravity). We demonstrated that the proposed correlation performs much better than the leading correlations with the similar input proxies published in the literature for wide range of viscosities (0.5 cp to 860, 000 cp).
 The use cases for the proposed correlation can be divided into three parts: 1) Prediction of the dead oil viscosity with limited input data, 2) use of limited in-hand viscosity data to generate viscosities for the conditions that are hard to perform accurate experimentation or simply not in hand for various reasons (for example not having the physical sample to perform such additional experiments, or just not having the time and the sources such as in the case of, screening existing assets for thermal recovery where typically viscosity is available at reservoir temperature, not at steamflood temperatures) and 3) it can be used to check the consistency and the quality of the existing data.
 Therefore, we have also checked the predictive performance of the proposed correlation in temperature domain if limited viscosity information is available for a particular fluid at a different temperature. With such information (if one reference viscosity is available at some specific temperature) the accuracy of the correlation can be further improved.
 In addition to classical correlation development efforts using known but limited physical control parameters, we have also attempted to model the viscosity with various machine learning methods (such as Artificial Neural Network (ANN) [20], K-Nearest Neighbour (KNN) [6] and Kernel based Support Vector Machine (KSVM)) [18] [38] and compared the outcome with respect to each other and as well as against the proposed correlation. Our correlation showed better predictive capabilities (based on calculated statistical parameters and cross-plots) when compared with other leading viscosity [4], [31], [37], [39], [42] correlations as well as with relevant supervised machine learning regression principles such as ANN, KNN and KSVM. The subject correlation also helps in improving the accuracy as well guiding the performance of these otherwise ""blackbox"" machine learning principles as it can fill the gaps in the data especially in the context of extending the tuned viscosities based on a single point measurement in temperature domain. Furthermore, we also explain how it can be combined with Sinha et. al [35] relative viscosity correlation to include the impact of asphaltene concentration, for estimation of vertical or areal viscosity variations which can also ultimately help to improve the mobility cut-off predictions of the asphaltene/tar mat zones or heavier fluids.","The proposed correlation performs much better than the leading correlations with the similar input proxies published in the literature for wide range of viscosities (0.5 cp to 860, 000 cp) as well as with relevant supervised machine learning regression principles such as ANN, KNN and KSVM."
"Heavy Oil Viscosity Modeling with Friction Theory","https://scispace.com/paper/heavy-oil-viscosity-modeling-with-friction-theory-ix4v1v4c65","2011","Journal Article","Energy & Fuels","Ashutosh Kumar
Amr Henni
Ezeddin Shirif","10.1021/EF101013M","","A new tuning method is proposed for the cubic equation-of-state-based friction theory viscosity model, which improves the viscosity prediction of heavy oils. With the existing tuning method, the error in viscosity prediction increases with increasing viscosity. Particularly, at pressures below the saturation pressure. the error keeps increasing as the pressure is farther away from the saturation pressure. With the proposed tuning method, whereas the single-phase error is almost the same, the two-phase error is approximately 1 / 3 the value of the error from the existing tuning method. Most importantly, the proposed tuning method successfully uses experimental viscosity data below the saturation pressure to reduce prediction errors.","In this paper, a new tuning method is proposed for the cubic equation-of-state-based friction theory viscosity model, which improves the viscoity prediction of heavy oils."
"Improved Dead Oil Viscosity Model","https://scispace.com/paper/improved-dead-oil-viscosity-model-mxelna6r5e","2014","Journal Article","Journal of Energy Technologies and Policy","Ulaeto Ubong
Oyedeko K.F.K.","","https://scispace.com/pdf/improved-dead-oil-viscosity-model-mxelna6r5e.pdf","This research work developed two new dead oil viscosity correlations: a general correlation and typical Niger Delta crude correlation, with large data range. The dead oil viscosity, affects the accuracy of viscosity models, especially when used in engineering problems involving fluid flow in porous media and particularly reservoir simulation. An accurate estimate of its value is therefore a very necessary concern. The models were developed using Linear and Non-Linear Multiple regression analysis. Multiple statistical assessments were employed to evaluate the accuracy of these models. The models are solved using Matlab and Microsoft Excel to obtain the General Model correlation coefficient of 0.870 and that of Typical Niger Delta Crude coefficient of correlation was 0.94. The models also gave better performance plots compared to existing models. Keywords : viscosity, fluid flow, crude oil, Niger delta, dead oil viscosity, reservoir","In this article, the authors developed two new dead oil viscosity correlations: a general correlation and typical Niger Delta crude correlation, with large data range, using Linear and Non-Linear Multiple regression analysis."
"Simple concept predicts viscosity of heavy oil and bitumen","https://scispace.com/paper/simple-concept-predicts-viscosity-of-heavy-oil-and-bitumen-3irwtvkkg5","1993","Journal Article","Oil & Gas Journal","V.R. Puttagunta
Adango Miadonye
B. Singh","","","For in situ recovery, a correlation has been developed for predicting the viscosity of bitumen and heavy oil. The correlation requires only a single viscosity measurement. The derived viscosities show an overall average absolute deviation of 4.4% from experimental data for 18 sets of Alberta heavy oil and bitumen containing 175 measurements. The paper describes the equations, their accuracy in determining viscosity, and an example from the Alberta deposits.","In this paper, a correlation has been developed for predicting the viscosity of bitumen and heavy oil, which requires only a single measurement of the visco-temperature."
