"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The Impact of Oil Viscosity Heterogeneity on the Production Characteristics of Tar Sand and Heavy Oil Reservoirs. Part II: Intelligent, Geotailored Recovery Processes in Compositionally Graded Reservoirs","https://scispace.com/paper/the-impact-of-oil-viscosity-heterogeneity-on-the-production-1p37bfmxfs","2007","Journal Article","Journal of Canadian Petroleum Technology","Ian D. Gates
Jennifer D. Adams
Steve Larter","10.2118/08-09-40","","Compositional and fluid property gradients are common and documented in conventional heavy oilfields and in super heavy oil occurrences such as oil sand reservoirs. In the severely biodegraded oils of both Athabasca and Peace River oil sand reservoirs, highly non-linear vertical and lateral chemical compositional and fluid viscosity gradients are common and have been shown to dramatically impact existing generation recovery processes such as SAGD and CSS. The fluid and geological heterogeneities at a variety of spatial scales in heavy oil and bitumen reservoirs, combined with the dynamic evolution of produced fluids during solvent or thermal recovery, should be integrated into recovery methods tailored to each reservoir which are operated using time-variant production strategies informed by produced fluid composition, flow rates and detailed history matching. We describe here, two new approaches of a new generation of transitional and initial thermal recovery processes that take advantage of mobility gradients: JAGD (J-well and Gravity Drainage) and gSAGD (mobility ratio optimized SAGD), which demonstrate significant improvements in recovery, economics and, thus, carbon dioxide emissions over existing thermal methods. Well configurations tailored to specific reservoir geometries and properties as well as fluid property distributions for primary thermal recovery increase initial production by 50 to 100%. Substantial cost savings are achieved in transitional cold primary to thermal secondary recovery methods (JAGD) by using a production J-well placed below what is initially a CHOPS production well, which is then later used to inject steam, as in SAGD. Three-dimensional reservoir simulations predict 25% more oil recovery with up to a 50% decrease in cumulative steam-oil ratio compared to standard SAGD in an identical reservoir. The JAGD process has many similarities to SAGD, such as steam trap control and potential for low pressure and solvent-assisted operation. Such geotailored processes (processes tailored, operated and optimized to reservoir fluid and geological heterogeneities) are expected to out-perform conventional 'off the shelf' well placement designs and operating strategies.","In this paper, two new approaches of a new generation of transitional and initial thermal recovery processes that take advantage of mobility gradients are described: JAGD (J-well and Gravity Drainage) and gSAGD (mobility ratio optimized SAGD), which demonstrate significant improvements in recovery, economics and, thus, carbon dioxide emissions over existing thermal methods."
"The Origin, Prediction and Impact of Oil Viscosity Heterogeneity on the Production Characteristics of Tar Sand and Heavy Oil Reservoirs","https://scispace.com/paper/the-origin-prediction-and-impact-of-oil-viscosity-3rvpm019x4","2006","Journal Article","Journal of Canadian Petroleum Technology","Stephen R. Larter
Jennifer D. Adams
Ian D. Gates
Barry Bennett
Haiping Huang","10.2118/08-01-52","","A defining characteristic of heavy and super heavy oilfields is the large spatial variation in fluid properties, such as oil viscosity, commonly seen within the reservoirs. Traditional heavy oil and tar sand exploration and production strategies rely significantly on the characterization of key reservoir heterogeneities and assessment of fluid saturations. while it is important to understand how these properties vary, the spatial distribution of fluid properties can often dominate production behaviour but surprisingly, are usually ignored! Heavy oil and tar sands are formed by microbial degradation of conventional crude oils over geological timescales. Constraints such as oil charge mixing, reservoir-temperature dependant biodegradation rate and supply of water and nutrients to the organisms ultimately dictate the final distribution of API gravity and viscosity found in heavy oil fields. Large-scale lateral and small-scale vertical variations in fluid properties due to interaction of biodegradation and charge mixing are common, with up to orders of magnitude variation in viscosity over the thickness of a reservoir. These variations are often predictable and can be integrated into reservoir simulation models in a manner similar to specifying geological heterogeneity. In this work, we describe and illustrate quantitative geological controls on fluid property variations and show how petroleum geochemistry can be used to rapidly produce high resolution fluid property images of tar sand and heavy oil reservoirs. The impact of viscosity variations in a heavy oil reservoir on production depends on recovery method. Numerical thermal reservoir simulations reveal that oil viscosity heterogeneity (i.e. a vertical viscosity profile in the reservoir) lowers the oil production volumes from steam assisted gravity drainage (SAGD) in geologically realistic reservoirs compared to results from equivalent models run with uniform average viscosity profiles. Similar results are found for the cyclic steam stimulation (CSS) process. In cases with viscosity profiles, the relatively high viscosity at the base of the reservoir slows the growth of the steam chambers relative to that in uniform viscosity reservoirs. We also describe how the chemical fluid heterogeneities can be used to predict oil viscosity from well cuttings and/or core or to de-mix produced oils into zonal contributions from different parts of the production well.","In this article, the authors describe and illustrate quantitative geological controls on fluid property variations and show how petroleum geochemistry can be used to rapidly produce high resolution fluid property images of tar sand and heavy oil reservoirs."
"Bitumen and heavy oil geochemistry: a tool for distinguishing barriers from baffles in oil sands reservoirs","https://scispace.com/paper/bitumen-and-heavy-oil-geochemistry-a-tool-for-distinguishing-2x9sk7dhql","2011","Journal Article","Bulletin of Canadian Petroleum Geology","Milovan Fustic
Barry Bennett
Jennifer D. Adams
Haiping Huang
Bill MacFarlane
Dale A. Leckie
Steve Larter","10.2113/GSCPGBULL.59.4.295","","To optimize SAGD well-pair placement and improve thermal recovery operations, geochemical bitumen composition logs are used to identify barriers and baffles to fluid flow, which may compartmentalize McMurray Formation reservoirs in the Athabasca Oil Sands. SAGD steam chamber growth and cumulative steam oil ratios are sensitive to both vertical permeability and bitumen viscosity variations, which are commonly encountered in the oil sands reservoirs. In the McMurray Formation, tidally influenced meandering channel deposits are commonly vertically stacked, forming reservoir columns up to 80 m thick. In many instances, inclined heterolithic strata (IHS), consisting of interbedded sand and silt deposited on point bars, comprise barriers to vertical steam chamber growth at multiple horizons of a reservoir. Thus, the identification, characterization, and delineation of IHS intervals is a critical step for evaluating the reservoir development potential, and designing an optimal reservoir development strategy. While siltstone beds are routinely identified in cores and geophysical logs, thin siltstone beds that can act as a barrier to fluid flow are not discernible in seismic reflection data and have proven difficult to correlate between adjacent delineation wells. In this study, geochemical bitumen analysis is used to determine the integrity and continuity of siltstone beds within IHS in order to assess their potential impact on SAGD steam chamber growth. First, high-resolution molecular composition profiles are obtained from gas chromatography–mass spectrometry analyses of bitumen extracted from cores. The continuity of biodegradation-susceptible aromatic hydrocarbon concentrations measured through vertical profiles of a reservoir were used to determine if siltstone-prone intervals observed in log and core data acted as barriers or baffles to fluid flow over geological time. Integration of the bitumen molecular composition data with geological cross-sections fosters predictions of the lateral extent of the identified barriers. Furthermore, inferences about reservoir charging and in-reservoir fluid mixing histories are also made. Geochemical log data indicate that thickness of a heterogeneous low permeability interval is not necessarily the critical attribute of a barrier to fluid flow. Integration of both sedimentological information and bitumen geochemical data is useful for the identification of barriers and baffles to fluid flow in oil sand reservoirs. The method can be applied prior to positioning of SAGD well-pairs and thus could represent an important step for development planning of heterogeneous reservoirs.","In this article, geochemical bitumen analysis is used to determine the integrity and continuity of siltstone beds within inclined heterolithic strata (IHS) in order to assess their potential impact on SAGD steam chamber growth."
"Geochemical determination of heavy oil viscosity using multivariate statistical algorithms","https://scispace.com/paper/geochemical-determination-of-heavy-oil-viscosity-using-54e8o37gh1","2010","","","J. J. Adams
B. Bennett
Lloyd R. Snowdon
Steve Larter","","https://searchanddiscovery.com/abstracts/pdf/2010/hedberg_vail/abstracts/ndx_adams.pdf","Summary Accurate prediction of fluid properties such as oil viscosity, for core, cuttings and even contaminated samples, using geochemical proxies correlated to physical measurements of viscosity is viable for heavy oil production and exploration activities. Such predictions rely not only on high precision geochemical measurement to calibrate proxy methods but crucially on accurate, representative viscosity measurements, which often reveal error introduced via sample handling and analysis. Here we present multivariate statistical partial least squares (PLS) and artificial neural network (ANN) oil geochemistry-viscosity prediction methods as well as a storage time viscosity correction (STVC) methodology able to ameliorate core storage effects in large legacy viscosity datasets enabling effective correlations of chemical properties and oil viscosity.","In this paper, multivariate statistical partial least squares (PLS) and artificial neural network (ANN) prediction methods as well as a storage time viscosity correction (STVC) methodology are presented."
"The Chemistry of Alberta Oil Sands Bitumens and Heavy Oils Written by O. P. Strausz and Elizabeth M. Lown. Published by Alberta Energy Research Institute (www. aeri.ab.ca.), Calgary T2P 3W2, Alberta, Canada, 2003, 695 pp. ISBN 0778530965. Price: 200.00 Cdn$. Shipping and Handling: Local, $3.00; Elsewhere in Canada, $15.00; United States, $20.00; International, $25.00.","https://scispace.com/paper/the-chemistry-of-alberta-oil-sands-bitumens-and-heavy-oils-3z20xlfysk","2004","Journal Article","Energy & Fuels","Douglas S. Montgomery","10.1021/EF040010B","","The main focus of this major textbook is on the chemistry of the Alberta oil sands and heavy oils. The special issues related to oil sands processing arising from the combined trace minerals, dissolved gases, connate water, and unrelated organic matter attached to the mineral mater are thoroughly treated. The work described on the determination of the biomarkers, their concentrations, and ratios illustrates the power of this information to rank the oils in order of the degree of biodegradation and to indicate the thermal maturity of the oil. This information also suggests a hypersaline marine environment and carbonate source rock for the original oil. The complexity of the inorganic and organic matter requires the application of many different separation techniques and, in some cases, degradation methods supported by modern instrumental analytical equipment to gain the chemical structural information necessary to understand the source of process difficulties and to provide geological insights. The authors have gone to considerable lengths to describe the chemical methods used by the instruments, and to supply the appropriate chemical background to interpret the results. Copious references are supplied with numerous appendices, summaries, and an index to aid the student. This book will be of interest to the organic geochemist supporting exploration programs and the authors are to be commended for their efforts.","The main focus of as discussed by the authors is on the chemistry of the Alberta oil sands and heavy oils and the special issues related to oil sands processing arising from the combined trace minerals, dissolved gases, connate water, and unrelated organic matter attached to the mineral mater are thoroughly treated and the work described on the determination of the biomarkers, their concentrations, and ratios illustrates the power of this information to rank the oils in order of the degree of biodegradation and to indicate the thermal maturity of the oil."
"Exploiting the natural variation in fluid properties in heavy oil and oil sands reservoirs: Geochemical fingerprinting supporting well placement","https://scispace.com/paper/exploiting-the-natural-variation-in-fluid-properties-in-1dsa7vq0fb","2012","","","Barry Bennett
Magda Ciulavu","","https://cseg.ca/assets/files/resources/abstracts/2012/217_GC2012_Exploiting_Natural_Variation_in_Fluid_Properties.pdf","Summary The stratigraphic well data was used to map the vertical variation in fluid properties (viscosity) and establish correlations with hydrocarbon compositions. This process requires high quality viscosity measurements and accurate hydrocarbon quantification. The baseline data reflects the typical increasing viscosity trend, matched by gradual compositional alteration on progressing down through the oil column. The high resolution maps based on fluid composition and physical properties can be used to determine the vertical aspect of horizontal wells drilled at varying depths in the oil column. In addition, the composition of the first fluids produced during the start-up stage of steam assisted gravity drainage (SAGD) is similar to the compositions characterizing the zone immediately surrounding the horizontal well bore. Furthermore the development and vertical progression of SAGD chamber may be assessed by produced fluid compositions since the vertically advancing steam chamber will access zones corresponding to improving oil compositions.","In this article, the authors used the stratigraphic well data to map the vertical variation in fluid properties (viscosity) and establish correlations with hydrocarbon compositions, which can be used to determine the vertical aspect of horizontal wells drilled at varying depths in the oil column."
"Comprehensive Two-Dimensional Gas Chromatography–Mass Spectrometry/Selected Ion Monitoring (GC×GC–MS/SIM) and Chemometrics to Enhance Inter-Reservoir Geochemical Features of Crude Oils","https://scispace.com/paper/comprehensive-two-dimensional-gas-chromatography-mass-1a7jrbh32z","2018","Journal Article","Energy & Fuels","Guilherme L. Alexandrino
Fabio Augusto","10.1021/ACS.ENERGYFUELS.8B00230","","The enhanced analytical performance of comprehensive two-dimensional gas chromatography–mass spectrometry (GC×GC–MS) has demonstrated significant advantages for geochemical investigations of crude oils. However, the conventional geochemical analysis of crude oils based on diagnostic ratios from specific petroleum biomarkers can be more laborious and time-consuming for GC×GC. Additionally, the extraction of biomarker patterns from the crude oils is more analyst-dependent; therefore, the discovery of less evident and/or new patterns can be more challenging. This work introduces the use of GC×GC–MS/SIM and chemometrics for selected monitoring of the petroleum biomarkers and efficient discovery of the most relevant geochemical features that differentiate inter-reservoir crude oils. Pixels-based analysis using principal component analysis (PCA) extracted the multivariate patterns in the biomarkers fingerprints that successfully distinguished inter-reservoir geochemical properties that could also be obtained by...","In this paper, the use of GC×GC-MS/SIM and chemometrics for selected monitoring of the petroleum biomarkers and efficient discovery of the most relevant geochemical features that differentiate inter-reservoir crude oils."
"Experimental PVT Property Analyses for Athabasca Bitumen","https://scispace.com/paper/experimental-pvt-property-analyses-for-athabasca-bitumen-lgoqcunagc","2011","Proceedings Article","","Mohammad Ashrafi
Yaser Souraki
Hassan Karimaie
Ole Torsæter
Bård J.A. Bjørkvik","10.2118/147064-MS","","Heavy oil and tar sands are important hydrocarbon resources that are destined to play an increasingly important role in the oil supply of the world. A huge proportion of total world oil resources are in the form of these highly viscous fluids. The main recovery mechanism for these kinds of reservoirs is to somehow reduce their viscosity by the application of heat. In these extra heavy oil reservoirs, the reservoir has almost no injectivity, and therefore conventional steam flooding is hard to conduct. Steam Assisted Gravity Drainage (SAGD), however, reduces the viscosity of bitumen in place and the heated bitumen drains due to gravity forces towards the production well, where it is produced. Modeling and evaluating the production mechanisms in this process requires a thorough understanding of multi-phase flow parameters like relative permeability.Relative permeability data depend on a number of different parameters among others temperature and fluid viscosity. Viscosities of the flowing fluids drop with temperature, which can affect the relative permeability data. There has been a long debate on the actual impact of temperature on the relative permeabilities. Although some authors have reported saturation range shifts and relative permeability curve variations by temperature, others have attributed these variations to artifacts inherent in the methods used and the systems tested. Viscous instabilities and fingering issues have been blamed for temperature dependencies reported, and some researchers have reported that relative permeability data changes due to oil/water viscosity ratio changes at different temperatures.The variations in the experimental conditions have resulted in different and even contradictory results. There is specifically few experimental works conducted on Athabasca oil systems, and previously reported trends mainly apply to less viscous oils. This implies that the actual effect of temperature on flow behavior of fluids in the rock is case specific. Due to the contradictory reports and conclusions, which are due to variation in the systems being tested, it seemed necessary to conduct our own core flooding experiments, and investigate the curves of relative permeability. The objective was to obtain the imbibition relative permeability curves in an Athabasca oil type reservoir at different temperatures and oil viscosities, and figure out any possible trends of variations with temperature.Before conducting the core flooding experiments, some fluid behavior experiments were done to figure out the properties of bitumen used in this study. These include fluid compositions, density, viscosity, molecular weight and oil/steam interfacial tension. These properties were further used in numerical simulation studies.Core floodings were conducted on glass bead packs and sand packs saturated with heavy oils with varying viscosities. Displacement experiments with water were performed at different temperatures, and unsteady-state method of relative permeability measurement was conducted. The relative permeability data were determined by history matching the oil production data and pressure differential data in each experiment.Results indicated a change in the water saturation range in the oil-water relative permeability curves. The shift was towards higher water saturations, meaning an increase in irreducible water saturation and a decrease in residual oil saturation. Regarding the shape of relative permeability data, no unique trend of either rising or falling with temperature was found for oil and water relative permeability curves. The viscous instabilities are believed to be present in the experiments.As the same saturation range shift occurs by comparing the results at the same temperature level and by only changing the oil viscosity, this suggests that the temperature dependency of relative permeabilities can be attributed to the drop in oil to water viscosity ratio by temperature.The variations of relative permeability data with temperature was therefore found to be more related to artifacts in the experimental procedures like viscous fingering, and fluid viscosity changes than fundamental flow properties.Numerical simulations were accomplished on field scale SAGD and ES-SAGD (Expanding Solvent SAGD) operations testing the effect of relative permeability curves. Temperature dependent relative permeability data were tested and Oil production was found to be strongly dependant on the end point data. It is therefore suggested to use this option as a matching criterion when trying to history match SAGD field data.Since the main experimental part of this study deals with temperature dependency of relative permeability data, the introduction of this thesis is totally devoted to introducing this concept and its measurement methods and a literature review on the works performed so far. The main thesis is composed of three main parts, the fluid behavior experiments on bitumen, one-dimensional flow studies and multi-dimensional flow part. The results of fluid behavior experiments are given in chapter 2. Chapters 3 and 4 are devoted to one-dimensional flow works and chapters 5 and 6 present the part of this thesis dealing with two and three-dimensional flow. It should, however, be mentioned that chapters 4 to 6 can be read independently, as the contents of these chapters are taken from previously published papers with some minor revisions.","In this paper, the authors conducted core flooding experiments on glass bead packs and sand packs saturated with heavy oils with varying viscosities and found that the change in the water saturation range in the oil-water relative permeability curves was more related to artifacts in the experimental procedures like viscous fingering and fluid viscosity changes than fundamental flow properties."
"A Rheological and Chemical\nInvestigation of Canadian\nHeavy Oils From the McMurray Formation","https://scispace.com/paper/a-rheological-and-chemical-ninvestigation-of-canadian-nheavy-teakb3fpi4xc","2015","Repository","","","10.1021/ef300608w.s001","","The prediction of viscosity in the extraction of heavy\nand viscous\noil resources is essential for the economically viable production\nof these resources. A rheological and chemical investigation of oils\nfrom the McMurray formation produced at different depths was undertaken.\nChemical analysis using high-resolution time-of-flight mass spectrometry\n(TOF MS), Fourier transform infrared spectroscopy (FTIR), and nuclear\nmagnetic resonance spectroscopy (NMR) suggested specific compounds\nrepresentative of the compound classes observed in these heavy oils:\n[1] water, [2] sec-hexadecyl naphthalene, [3] 2,2′,5,5′-tetramethyl-1,1′-biphenyl,\n[4] 1-methylanthracene, and [5] cyclopentylcyclopentane. All three\nanalytical techniques detected the monoaromatic, diaromatic, and triaromatic\nring hydrocarbons as being the most abundant species in this heavy\noil. Specific molecules with intense FTIR modes near 1600 cm&lt;sup&gt;–1&lt;/sup&gt; and 1380 cm&lt;sup&gt;–1&lt;/sup&gt; were not identified, and these may\naccount for unknown species in asphaltene fractions. Correlations\nbetween heavy-oil chemistry and its viscosity were built using a partial\nlinear square fit (PLS) regression from vibrational modes in the FTIR\nspectra, predicting an inverse correlation between water and viscosity. ",""
"Viscosity–Temperature–Pressure Relationship of Extra-Heavy Oil (Bitumen): Empirical Modelling versus Artificial Neural Network (ANN)","https://scispace.com/paper/viscosity-temperature-pressure-relationship-of-extra-heavy-3owakky1mq","2019","Journal Article","Energies","Olalekan S. Alade
Dhafer Al Shehri
Mohamed Mahmoud
Kyuro Sasaki","10.3390/EN12122390","https://www.mdpi.com/1996-1073/12/12/2390/pdf","The viscosity data of two heavy oil samples X and Y, with asphaltene contents 24.8% w/w and 18.5% w/w, respectively, were correlated with temperature and pressure using empirical models and the artificial neural network (ANN) approach. The viscosities of the samples were measured over a range of temperatures between 70 °C and 150 °C; and from atmospheric pressure to 7 MPa. It was found that the viscosity of sample X, at 85 °C and atmospheric pressure (0.1 MPa), was 1894 cP and that it increased to 2787 cP at 7 MPa. At 150 °C, the viscosity increased from 28 cP (at 0.1 MPa) to 33 cP at 7 MPa. For sample Y, the viscosity at 70 °C and 0.1 MPa increased from 2260 cP to 3022 cP at 7 MPa. At 120 °C, the viscosity increased from 65 cP (0.1 MPa) to 71 cP at 7 MPa. Notably, using the three-parameter empirical models (Mehrotra and Svrcek, 1986 and 1987), the correlation constants obtained in this study are very close to those that were previously obtained for the Canadian heavy oil samples. Moreover, compared to other empirical models, statistical analysis shows that the ANN model has a better predictive accuracy (R2 ≈ 1) for the viscosity data of the heavy oil samples used in this study.","In this article, the authors measured the viscosity data of two heavy oil samples X and Y, with asphaltene contents 24.8% and 18.5% w/w, respectively, using empirical models and the artificial neural network (ANN) approach."
